笔记链接,标题,视频内容,笔记类型,笔记口吻,笔记赛道,图片地址,视频地址,作者
https://www.xiaohongshu.com/discovery/item/67678367000000000902c51f?source=webshare&xhsshare=pc_web&xsec_token=ABlQmKvxUEFKfL7RGp7jVjDFnqN8kc35fId3VUqu5V540=&xsec_source=pc_share,暴走5家装修公司，北京装修怎么选？！,,测评,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507081119/86c965beff9c510c1319299dfdc6e192/1040g00831bmp133kh66g5pfh6al19u8b4ksigvo!nd_dft_wlteh_jpg_3,,talitali
https://www.xiaohongshu.com/discovery/item/686378980000000015021166?source=webshare&xhsshare=pc_web&xsec_token=ABndTxWJZ5npFtSm-Wr9b3ysuxU_efqGjsuBIq8g7VmBw=&xsec_source=pc_share,北京两周跑了11家装修公司 谈谈我的感受,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507081123/a9a8f19be88b8cd3b94843fe90e64f93/notes_pre_post/1040g3k831jcqmrosj2005q2e1t96s8148e047b0!nd_dft_wlteh_jpg_3,,黑芝麻
https://www.xiaohongshu.com/discovery/item/66dbe723000000000c01b228?source=webshare&xhsshare=pc_web&xsec_token=ABEBgTZRreDCy0gmRPkdxugizzatoswISTQzSZHR-7Cqc=&xsec_source=pc_share,北京装修工长半包分享：58平，3.2w顺利下车,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507081124/c63670c070a8e75f7823cf700d638d1b/1040g2sg317ee6m2sjudg5pch70poinb511baalg!nd_dft_wlteh_jpg_3,,沐沐（装修中）
https://www.xiaohongshu.com/discovery/item/683806ba000000000c03a77f?source=webshare&xhsshare=pc_web&xsec_token=ABnZjyxAXF7m_Pc39gIWxC-nqL4Fegc-At-awrnnwNQGY=&xsec_source=pc_share,在北京，真心推荐这位设计师（安全无guang）,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507081126/c9362b992a23895951b70fb1295acf27/notes_pre_post/1040g3k831i2d1m9kn0e05p5rm5e57m90l7gabpo!nd_dft_wlteh_jpg_3,,AA叫我卷卷
https://www.xiaohongshu.com/discovery/item/684941e7000000002102c43e?source=webshare&xhsshare=pc_web&xsec_token=AB-NfJqYYAOaguk9llpP_BIx31b5YYu3KZIN9r0gkDp0c=&xsec_source=pc_share,坐标北京，120平米全屋定制需要多少钱？,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507081139/06376661d8f374eeafacef1f7dea9b41/notes_pre_post/1040g3k031ij7g89g0e005ppapq9n3cupb72sle8!nd_dft_wlteh_jpg_3,,峰儿
https://www.xiaohongshu.com/discovery/item/682ebac3000000002101a8a9?source=webshare&xhsshare=pc_web&xsec_token=ABbBEd9IzzDZiEr8pK4A9iK64GtKv4b4a8V1Mchn9-FfU=&xsec_source=pc_share,进厂选岩板的一天 | 💰又空了😭,,推荐/营销,素人口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101401/1e0d9459289b5adbb369ba49127141fa/1040g00831hpbgult3u005okkt4h8cbupuh1k2do!nd_dft_wgth_jpg_3,,陈可可的奶油小家（硬装中）
https://www.xiaohongshu.com/discovery/item/682c6b31000000002001f63d?source=webshare&xhsshare=pc_web&xsec_token=AB4MJ68yoXT4A4RrhibAqlztQ4vucLeCHiRkrk7sNBDoU=&xsec_source=pc_share,500多一块的绝美洞石岩板台面被我找到啦！,,推荐/营销,素人口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101401/bbbddc49f18e27dfbbeb65a8cf864871/1040g2sg31hn2afkv3u7g5okccl38cf0l0gh9uug!nd_dft_wlteh_jpg_3,,小小的新家（硬装中）
https://www.xiaohongshu.com/discovery/item/67b92e15000000002a003cd2?source=webshare&xhsshare=pc_web&xsec_token=ABUZCQkHJ5EBDsQys4IECFLWK116sB40fjGynvQ_RlUXw=&xsec_source=pc_share,南昌专业岩板高端定制加工厂,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101414/e576aa28ad25ee23a3bea79f51e6f189/1040g00831e6gq0cbgm505n7sgks1brqc4ssq8f0!nd_dft_wlteh_jpg_3,,中亿岩板高端定制
https://www.xiaohongshu.com/discovery/item/665497f6000000000c01812f?source=webshare&xhsshare=pc_web&xsec_token=AB26sZ-m6BrbJfsEPR0MQGaFXTCMz9srgIb8K4nt2Jew0=&xsec_source=pc_share,源头工厂|上海石英石岩板批发加工,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101414/2223f9882025564e092a9364eeb2b9aa/1040g008313a9p6lag2005ofeee041qocdh8la80!nd_dft_wlteh_jpg_3,,上海石材小王子（辉鸿石业）
https://www.xiaohongshu.com/discovery/item/67d99e93000000001c001921?source=webshare&xhsshare=pc_web&xsec_token=AB6_NX4ngIg0E2T356xavP2YMnN5J3iBa570W6aUXJBGg=&xsec_source=pc_share,上海这家专业岩板加工厂，简直是品质代名词,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101415/e0dbe1426d38a7a954d67ad8d4166a87/1040g00831f6n222o6o5g411m3gnh7bcge85f4ug!nd_dft_wlteh_jpg_3,,上海岩板加工厂小毛
https://www.xiaohongshu.com/discovery/item/66dfb91f000000001201336d?source=webshare&xhsshare=pc_web&xsec_token=AB8fvEhOXZP3valQh_Sgjyvk3LY0sXRXr6vfqLkfThGu0=&xsec_source=pc_share,杭州和杭州附近，要做岩板的老板注意啦,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101415/902c097122206671d9254313c0ec5c03/spectrum/1040g34o317i5cs85go0g5nm76l0g8jrperurfog!nd_dft_wlteh_jpg_3,,杭州新圣岩石全屋岩板铺贴
https://www.xiaohongshu.com/discovery/item/67c9092d000000000900efbf?source=webshare&xhsshare=pc_web&xsec_token=ABN2Eehght3uH_qYMFish6uk0ClY3ZhLZJPx_xM92ShJk=&xsec_source=pc_share,岩板到家多贵你知道吗！！！,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101417/15e8f8c622384159dc10cf82bfbb7a2b/1040g2sg31em0ji6ilk505pitp96hoitrattvh2g!nd_dft_wlteh_jpg_3,,ONE瓷砖仓库
https://www.xiaohongshu.com/discovery/item/636780e90000000007036574?source=webshare&xhsshare=pc_web&xsec_token=ABqgZF3WXjtfm3OZ2SCvreTe8Lvz92RRatQ1CIAeEBRoY=&xsec_source=pc_share,装修省钱丨3k拿下全屋岩板台面‼️附全攻略,,干货,素人口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101418/268d97c1b2e6602a56a7c045366ce8bd/0302b601kn6s6a9ax9e0111uy6m65qj0cz!nd_dft_wlteh_jpg_3,,琦牙仔Kiaco
https://www.xiaohongshu.com/discovery/item/6824418600000000210079ce?source=webshare&xhsshare=pc_web&xsec_token=ABx4jHxZ4gXKxf59X7J030n57NKcJxREu3a6iLAAnSzeA=&xsec_source=pc_share,挑了很久的洞石岩板，终于落地了,,干货,素人口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101419/4d2811af9882c0173337bd96e2fd3573/notes_pre_post/1040g3k831hf2mi8gji705oq9imhm5vvjr94htjo!nd_dft_wlteh_jpg_3,,姑奶奶回家（软装中）
https://www.xiaohongshu.com/discovery/item/663cbff0000000001e020dee?source=webshare&xhsshare=pc_web&xsec_token=ABu3SKpCfc7KeuC93HvYUE05KS1rKJP-ypcaAhix57vKE=&xsec_source=pc_share,💫白洞 | 岩板加工厂加工 过程分享💫,,推荐/营销,商家口吻,岩板大理石,http://sns-webpic-qc.xhscdn.com/202507101419/e4dbe720a3bb4e55a0a1b871a44e94bd/1040g2sg312j0lfnqg6705npm505g9e6m6pcmst0!nd_dft_wlteh_jpg_3,,成都岩板加工厂Mei
https://www.xiaohongshu.com/discovery/item/6711c191000000002100b0e7?source=webshare&xhsshare=pc_web&xsec_token=ABYRqC275_hhvh0iwxEg6x8zidHW3cUChBejEalhwq430=&xsec_source=pc_share,在绍兴找一家靠谱的装修公司真的好难！！！,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101437/4311eaa0e9261114edecda93fe9e34ee/1040g008319313t52ko1040p3r08fmfdpq7nepog!nd_dft_wlteh_jpg_3,,RlavenderS
https://www.xiaohongshu.com/discovery/item/6865e87c00000000120320f7?source=webshare&xhsshare=pc_web&xsec_token=ABdHd7zF1iu0NNQKKFhHTkeIB47TAnyy6e2x_Z0RIsEr4=&xsec_source=pc_share,衡阳装修公司已开工！感谢推荐🙏（水电）,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101441/57aede064d343af3128428dbb7d039ea/1040g00831jf6rv8c306g5prcnnp63jif8bvjf7o!nd_dft_wlteh_jpg_3,,小小在装修
https://www.xiaohongshu.com/discovery/item/682480a80000000022036dfe?source=webshare&xhsshare=pc_web&xsec_token=ABx4jHxZ4gXKxf59X7J030n4BasDGnEk-vfDO8NuLtMUo=&xsec_source=pc_share,宝妈听劝：宝宝保险红黑榜，这些千万别买,,干货,素人口吻,保险,http://sns-webpic-qc.xhscdn.com/202507101442/cb7910aa3fc58a21477407d532bdcdf2/spectrum/1040g34o31hfargdr34305oc1ucmk0tl4csklqn0!nd_dft_wlteh_jpg_3,,骆驼君教你保险
http://xhslink.com/m/973c4jnAHcC,在家开工作室，被罚9000！,,干货,素人口吻,税务,http://sns-webpic-qc.xhscdn.com/202507101451/3eedf65d3ed7a916b877e94f61e6c56b/notes_pre_post/1040g3k831ipb2valhci05n4sjip5k7e36icg8m8!nd_dft_wlteh_jpg_3,,木兰学姐(美业话术版)
http://xhslink.com/m/6K0lhON2def,人生建议：7月一定要来20℃的恩施避暑！,,推荐/营销,素人口吻,旅游,http://sns-webpic-qc.xhscdn.com/202507101455/1c8392e6e1f73ca00f972e4627722b7c/spectrum/1040g34o31jgv36jr36805oj7igg40peu9628dlo!nd_dft_wlteh_jpg_3,,山系女孩阿Weah
http://xhslink.com/m/1N306ivUglX,非常抱歉！俺家神仙设计师只接北京的活～,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101459/40f251b9d956892299c8d21e4b4ad0e4/notes_pre_post/1040g3k031i0qstkvn8dg5oiemqjje968fvvfqt0!nd_dft_wlteh_jpg_3,,Yo小懒不懒（发疯版）
http://xhslink.com/m/MfjM13TywY,在北京，真心推荐这位设计师（安全无guang）,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101459/718958f731633b23b502a9e944f884a7/notes_pre_post/1040g3k831i2d1m9kn0e05p5rm5e57m90l7gabpo!nd_dft_wlteh_jpg_3,,AA叫我卷卷
http://xhslink.com/m/58YXW37nJ5O,北京老破小装修，我找到了超级好的神仙工长！,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101500/42846bdef7e825535053eb165a0115c7/01023g014x4mylq3w7x011dp6hi2qwdbem!nd_dft_wlteh_jpg_3,,GoodNightXiang
http://xhslink.com/m/89cVoUzcuYf,坐标北京，这才是靠谱的好工长👍👍👍,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101502/14cbcbe959d5484c79a2da6225199344/1040g00831bs5tf68gk005po7fhs7e60sos5up6g!nd_dft_wlteh_jpg_3,,拥有1片森林
http://xhslink.com/m/3rUFmyAuzzr,坐标北京📍60平老破小半包4.5w,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101503/0fc1993754724f590098fdf803278f4a/1040g00831hl7ne7l3u605q0311d3i7b389ejl2o!nd_dft_wlteh_jpg_3,,孙太阳🌟
http://xhslink.com/m/8pzsCuxUBZI,好❗好❗都这么卷❓北京半包全程垫资，装完收费,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101503/2318cdc8fc5f44d4b3700410ed916ca2/spectrum/1040g0k0316fbt7ph0q005n59ida5nbj6r0pv1og!nd_dft_wlteh_jpg_3,,北京龙鼎装饰
http://xhslink.com/m/8eUWNHx9qz6,28岁这年！我们在北京有家啦！我好幸福啊❤,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101505/0635aa0170207e69353a53ceff43f95b/1040g2sg31b167bpdncc05po7fhs7e60sd8mfkp0!nd_dft_wlteh_jpg_3,,拥有1片森林
http://xhslink.com/m/AegXj4bSZuU,恭喜你👏发现了一位北京宝藏女设计师‼️,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101506/f0e0182e7d61ef4e82c4060e6a2b4021/1040g00831jhqt7dk2o3g5pg3n7k2u8ttuig6398!nd_dft_wlteh_jpg_3,,北京装修设计师｜小艺
http://xhslink.com/m/3UqXn6f5kGZ,坐标北京，一个90后独立工长的自我介绍,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101506/28e7d9143a5675d5685902f0efe8d18a/1040g008313gknho9066g5ndvj7ug8gn9nqu3rc8!nd_dft_wlteh_jpg_3,,北京顺欣装饰工长团队
http://xhslink.com/m/6N94zR7fyPW,北京90后施工队来整顿北京装修风气,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101507/0aa7af4112e7f5f56d9241e5e62fe496/1040g00830tr0f3nukm6g5ndvj7ug8gn9olmv2t0!nd_dft_wlteh_jpg_3,,北京顺欣装饰工长团队
http://xhslink.com/m/9VVFt7tbdv5,坐标北京｜一名别墅设计师的自我介绍～,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101510/cf9dc9e134bdc64ed4780e9ee4d88bcb/1040g2sg31jls6s0lj6705p9jbchqj5qhh5ibvro!nd_dft_wlteh_jpg_3,,追光私宅设计工作室
http://xhslink.com/m/47wrxbbLee8,坐标北京📍从业13年设计师的自我介绍,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101510/7ef6148346d9d069cbe67188fef8f1ed/spectrum/1040g34o31j2o5rsfhi105pbg55mfdfdcdkm8gkg!nd_dft_wlteh_jpg_3,,书娣 | 博洛尼设计总监
http://xhslink.com/m/98RVmBcZd8w,装修-半包篇（订了）｜在北京选半包工长的,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101511/057327208bc171b37728316c7ef62613/1040g2sg31f1o323fme104busjjot45rmhlaf1t8!nd_dft_wlteh_jpg_3,,可乐炸辣椒（养娃装修ing）
http://xhslink.com/m/9dpMmAZOzFS,31岁，终于在北京定居了！小房子也满足😊,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101521/fbb1d0b1e6ba306d76666416cc5c4f15/1040g00831gpca485ju505pr938u58gm4jrtnei0!nd_dft_wlteh_jpg_3,,梅梅梅
http://xhslink.com/m/7OC129u7tGz,在北京📍业主说从20个设计师里选中了我,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101521/17286aaf10bf1ba27da2bb8a3b7e0254/1040g2sg31aoap5cpnadg5pb0gd4i00ho3q4i6u8!nd_dft_wlteh_jpg_3,,北京 | 程子是个设计师
http://xhslink.com/m/5MZinoo4TM3,【北京&上海】一家狂卷服务的装修公司,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101523/ba5f9c6dcb37ad7c905ae38f668dda4a/1040g2sg31h4rp4h83idg414qoeu1bci92qgobmo!nd_dft_wlteh_jpg_3,,住范儿
http://xhslink.com/m/36OGgcIQpo6,北京自装｜我是如何找到神仙工长的！！！,,干货,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101524/67c22dcaf02edeb961e7e51fcc7f7139/1040g2sg313n6fm23hqdg5n0jrk6htmr2kp8i68o!nd_dft_wlteh_jpg_3,,狸客
http://xhslink.com/m/HUaR5YdZN4,坐标北京‼️神仙工长-,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101525/b05db25058d63b8d5b50246f8279959c/1040g008316oru9bi0o5g5pjmd5gjcl2oui47r5o!nd_dft_wlteh_jpg_3,,小兔子
http://xhslink.com/m/1M2kKVKZHyP,坐标北京📍业主在12个设计师中选了我😎,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101526/df59cc60ccfadbad849dfe1c57e52a8f/1040g2sg31cm3p4osgmd05pbg55mfdfdcg4f1dl8!nd_dft_wlteh_jpg_3,,书娣 | 博洛尼设计总监
http://xhslink.com/m/4oDr2g6MNXc,坐标北京📍一位懂装修设计的工长自我介绍,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101527/a96befa66d590eb158c49095e7e9b576/1040g00831fb1glvama605nue9oh08jpt7vomsgo!nd_dft_wlteh_jpg_3,,懂设计的王工长（海豚）
http://xhslink.com/m/7SpOXZc78wM,📢专业设计施工队来整顿北京装修风气啦！,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101528/76e4eaa2459c114ac1179e1c9df32fe8/spectrum/1040g34o31iesfq547i0g5pmll2fne9lbgl0virg!nd_dft_wlteh_jpg_3,,北京智爱家
http://xhslink.com/m/2Eo8cU3OLdJ,感谢小红书📕让我在北京找到靠谱工长,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101529/b4126db243d45b4184f3edf0d2216f3a/1040g2sg310sqmecb6k005n9jpsfkeva6mvgvb6g!nd_dft_wlteh_jpg_3,,小锅儿🏠
http://xhslink.com/m/6i0BpbXZXpX,北京装修公司推荐 68平 预留12W 费用分享,,推荐/营销,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101529/32cd2f8cea7281e4040917d81b2fd276/spectrum/1040g34o31felp7cgn00g5ps62f0i31qd57d3oko!nd_dft_wlteh_jpg_3,,拔丝地瓜爱吃醋🍠
http://xhslink.com/m/AHhoWo2c8Aq,在北京📍装修直接找老板有多爽❓,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101531/ef12629ee2d08c10291b1edbc06d56fa/1040g008319q654jd7g005pgq3si0u7lphmp7ki8!nd_dft_wlteh_jpg_3,,北京装修小龙哥
http://xhslink.com/m/75iVSBeJjDu,坐标北京｜一家只做口碑✅装修的整装公司,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101532/9e05892cd5d3a8044503bfbd1d0b928e/spectrum/1040g34o31hge698d383g5q0703q5vm958hnjig8!nd_dft_wlteh_jpg_3,,北京融发装饰
http://xhslink.com/m/6JK3Mimg2Xh,在北京@一个靠谱工长的收费标准,,干货,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101533/8c571384cfd5de5e79c51ee10b0f7d09/notes_pre_post/1040g3k031hqkjug0jufg5pfpd612plcuidocq00!nd_dft_wlteh_jpg_3,,北京当家装修老王
http://xhslink.com/m/4BwKcKgdKaV,北京半包｜面试五个工长得出的经验👍快收藏,,测评,素人口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101534/67346269b3390f7676b5603acdee9c44/1040g2sg31a389rlj6od04a2b97gljvfj9v63jco!nd_dft_wlteh_jpg_3,,邵Shao.
http://xhslink.com/m/1tCL9GQDnXi,北京装修📍靠谱设计师来整顿装修风气啦‼,,推荐/营销,商家口吻,装修,http://sns-webpic-qc.xhscdn.com/202507101535/08fb61d0cb64b44193b6aec21c8aed8c/notes_pre_post/1040g3k031is9f6jt14005pg14d3ipnodvrr5v48!nd_dft_wlteh_jpg_3,,北京室内设计师-君君
